epoch,avg_loss,lr,fid,best_fid,is_best,fid_no_improve_count
212,0.01079851,0.0000894213,,73.246274,0,0
213,0.01051681,0.0000893250,,73.246274,0,0
214,0.01147564,0.0000892283,,73.246274,0,0
215,0.01078501,0.0000891313,,73.246274,0,0
216,0.01132868,0.0000890339,,73.246274,0,0
217,0.00956958,0.0000889361,,73.246274,0,0
218,0.01032401,0.0000888379,,73.246274,0,0
219,0.01081397,0.0000887393,,73.246274,0,0
220,0.01080337,0.0000886404,,73.246274,0,0
221,0.01062777,0.0000885411,,73.246274,0,0
222,0.01029499,0.0000884414,,73.246274,0,0
223,0.01099288,0.0000883413,,73.246274,0,0
224,0.01009379,0.0000882409,,73.246274,0,0
225,0.01209858,0.0000881401,,73.246274,0,0
226,0.01078284,0.0000880389,,73.246274,0,0
227,0.01043078,0.0000879374,,73.246274,0,0
228,0.01050043,0.0000878354,,73.246274,0,0
229,0.01040907,0.0000877332,,73.246274,0,0
230,0.01130561,0.0000876305,,73.246274,0,0
231,0.01035893,0.0000875275,,73.246274,0,0
232,0.01039802,0.0000874241,,73.246274,0,0
233,0.01085812,0.0000873203,,73.246274,0,0
234,0.01124867,0.0000872162,,73.246274,0,0
235,0.00994828,0.0000871117,,73.246274,0,0
236,0.00970274,0.0000870069,,73.246274,0,0
237,0.01132007,0.0000869017,,73.246274,0,0
238,0.01009759,0.0000867961,,73.246274,0,0
239,0.01111348,0.0000866902,,73.246274,0,0
240,0.01077309,0.0000865839,,73.246274,0,0
241,0.01101257,0.0000864773,,73.246274,0,0
242,0.01097578,0.0000863703,,73.246274,0,0
243,0.01088498,0.0000862630,,73.246274,0,0
244,0.01007005,0.0000861553,,73.246274,0,0
245,0.01090471,0.0000860473,,73.246274,0,0
246,0.01100829,0.0000859389,,73.246274,0,0
247,0.01131525,0.0000858301,,73.246274,0,0
248,0.01119706,0.0000857210,,73.246274,0,0
249,0.01092794,0.0000856116,,73.246274,0,0
250,0.01054455,0.0000855018,,73.246274,0,0
251,0.01015840,0.0000853917,,73.246274,0,0
252,0.01069322,0.0000852812,,73.246274,0,0
253,0.00997897,0.0000851704,,73.246274,0,0
254,0.01107278,0.0000850592,,73.246274,0,0
255,0.01018253,0.0000849477,,73.246274,0,0
256,0.01010931,0.0000848358,,73.246274,0,0
257,0.01098763,0.0000847237,,73.246274,0,0
258,0.01086241,0.0000846111,,73.246274,0,0
259,0.01111640,0.0000844983,,73.246274,0,0
260,0.01120334,0.0000843851,,73.246274,0,0
261,0.01096800,0.0000842716,,73.246274,0,0
262,0.01104224,0.0000841577,,73.246274,0,0
263,0.01100878,0.0000840435,,73.246274,0,0
264,0.01068074,0.0000839290,,73.246274,0,0
265,0.01067860,0.0000838141,,73.246274,0,0
266,0.01017579,0.0000836989,,73.246274,0,0
267,0.01065277,0.0000835834,,73.246274,0,0
268,0.01063381,0.0000834676,,73.246274,0,0
269,0.01050720,0.0000833514,,73.246274,0,0
270,0.01010257,0.0000832349,,73.246274,0,0
271,0.01015234,0.0000831181,,73.246274,0,0
272,0.01075991,0.0000830010,,73.246274,0,0
273,0.01013587,0.0000828835,,73.246274,0,0
274,0.01084368,0.0000827658,,73.246274,0,0
275,0.01036512,0.0000826477,,73.246274,0,0
276,0.00996267,0.0000825293,,73.246274,0,0
277,0.01042038,0.0000824105,,73.246274,0,0
278,0.01149208,0.0000822915,,73.246274,0,0
279,0.00998068,0.0000821722,,73.246274,0,0
280,0.01026857,0.0000820525,,73.246274,0,0
281,0.01064603,0.0000819325,,73.246274,0,0
282,0.01058776,0.0000818122,,73.246274,0,0
283,0.01015487,0.0000816916,,73.246274,0,0
284,0.01152733,0.0000815707,,73.246274,0,0
285,0.01074660,0.0000814495,,73.246274,0,0
286,0.01043711,0.0000813280,,73.246274,0,0
287,0.01068218,0.0000812062,,73.246274,0,0
288,0.01027513,0.0000810841,,73.246274,0,0
289,0.01167642,0.0000809616,,73.246274,0,0
290,0.01049478,0.0000808389,,73.246274,0,0
291,0.01065346,0.0000807159,,73.246274,0,0
292,0.01030697,0.0000805925,,73.246274,0,0
293,0.01022164,0.0000804689,,73.246274,0,0
294,0.01024487,0.0000803450,,73.246274,0,0
295,0.01025590,0.0000802208,,73.246274,0,0
296,0.01013070,0.0000800963,,73.246274,0,0
297,0.00949820,0.0000799715,,73.246274,0,0
298,0.01064410,0.0000798464,,73.246274,0,0
299,0.01058844,0.0000797210,,73.246274,0,0
300,0.01120529,0.0000795954,55.215877,55.215877,1,0
301,0.00965958,0.0000794694,,55.215877,0,0
302,0.00994721,0.0000793432,,55.215877,0,0
303,0.01079286,0.0000792167,,55.215877,0,0
304,0.01100611,0.0000790898,,55.215877,0,0
305,0.01076963,0.0000789628,,55.215877,0,0
306,0.01091257,0.0000788354,,55.215877,0,0
307,0.00999762,0.0000787077,,55.215877,0,0
308,0.00995816,0.0000785798,,55.215877,0,0
309,0.01123698,0.0000784516,,55.215877,0,0
310,0.01011337,0.0000783231,,55.215877,0,0
311,0.01049960,0.0000781944,,55.215877,0,0
312,0.01009890,0.0000780653,,55.215877,0,0
313,0.01061160,0.0000779360,,55.215877,0,0
314,0.01018293,0.0000778065,,55.215877,0,0
315,0.01013457,0.0000776766,,55.215877,0,0
316,0.01055234,0.0000775465,,55.215877,0,0
317,0.00946033,0.0000774161,,55.215877,0,0
318,0.01050688,0.0000772855,,55.215877,0,0
319,0.01021855,0.0000771546,,55.215877,0,0
320,0.01019825,0.0000770234,,55.215877,0,0
321,0.00929203,0.0000768920,,55.215877,0,0
322,0.00951277,0.0000767603,,55.215877,0,0
323,0.00971093,0.0000766284,,55.215877,0,0
324,0.01052924,0.0000764961,,55.215877,0,0
325,0.00951946,0.0000763637,,55.215877,0,0
326,0.00965020,0.0000762310,,55.215877,0,0
327,0.01108286,0.0000760980,,55.215877,0,0
328,0.00945871,0.0000759648,,55.215877,0,0
329,0.01083566,0.0000758313,,55.215877,0,0
330,0.01033280,0.0000756976,,55.215877,0,0
331,0.01036890,0.0000755636,,55.215877,0,0
332,0.01090643,0.0000754293,,55.215877,0,0
333,0.01117918,0.0000752949,,55.215877,0,0
334,0.01045345,0.0000751602,,55.215877,0,0
335,0.00987107,0.0000750252,,55.215877,0,0
336,0.00881384,0.0000748900,,55.215877,0,0
337,0.01013525,0.0000747546,,55.215877,0,0
338,0.01003829,0.0000746189,,55.215877,0,0
339,0.01048473,0.0000744830,,55.215877,0,0
340,0.01010472,0.0000743468,,55.215877,0,0
341,0.01064650,0.0000742104,,55.215877,0,0
342,0.01073535,0.0000740738,,55.215877,0,0
343,0.01070981,0.0000739369,,55.215877,0,0
344,0.01082315,0.0000737998,,55.215877,0,0
345,0.01073497,0.0000736625,,55.215877,0,0
346,0.00934623,0.0000735250,,55.215877,0,0
347,0.00998026,0.0000733872,,55.215877,0,0
348,0.01010322,0.0000732492,,55.215877,0,0
349,0.01041666,0.0000731110,,55.215877,0,0
350,0.00967995,0.0000729725,,55.215877,0,0
351,0.01046197,0.0000728339,,55.215877,0,0
352,0.01073988,0.0000726950,,55.215877,0,0
353,0.01005873,0.0000725559,,55.215877,0,0
354,0.00894137,0.0000724165,,55.215877,0,0
355,0.01001240,0.0000722770,,55.215877,0,0
356,0.00941098,0.0000721372,,55.215877,0,0
357,0.01020727,0.0000719973,,55.215877,0,0
358,0.00877133,0.0000718571,,55.215877,0,0
359,0.01045167,0.0000717167,,55.215877,0,0
360,0.01006447,0.0000715761,,55.215877,0,0
361,0.00993417,0.0000714353,,55.215877,0,0
362,0.00977170,0.0000712942,,55.215877,0,0
363,0.01000334,0.0000711530,,55.215877,0,0
364,0.00995028,0.0000710116,,55.215877,0,0
365,0.01030976,0.0000708700,,55.215877,0,0
366,0.00981811,0.0000707281,,55.215877,0,0
367,0.01017367,0.0000705861,,55.215877,0,0
368,0.00962055,0.0000704439,,55.215877,0,0
369,0.01011052,0.0000703014,,55.215877,0,0
370,0.00993104,0.0000701588,,55.215877,0,0
371,0.01027975,0.0000700160,,55.215877,0,0
372,0.01043972,0.0000698730,,55.215877,0,0
373,0.01025480,0.0000697298,,55.215877,0,0
374,0.01007375,0.0000695864,,55.215877,0,0
375,0.00998947,0.0000694428,,55.215877,0,0
376,0.00971507,0.0000692991,,55.215877,0,0
377,0.01046981,0.0000691551,,55.215877,0,0
378,0.00974935,0.0000690110,,55.215877,0,0
379,0.01028789,0.0000688667,,55.215877,0,0
380,0.01024901,0.0000687222,,55.215877,0,0
381,0.00932372,0.0000685775,,55.215877,0,0
382,0.01022434,0.0000684326,,55.215877,0,0
383,0.00940162,0.0000682876,,55.215877,0,0
384,0.00986461,0.0000681424,,55.215877,0,0
385,0.00984841,0.0000679970,,55.215877,0,0
386,0.00977933,0.0000678514,,55.215877,0,0
387,0.00973962,0.0000677057,,55.215877,0,0
388,0.01057287,0.0000675598,,55.215877,0,0
389,0.01012716,0.0000674138,,55.215877,0,0
390,0.00989518,0.0000672675,,55.215877,0,0
391,0.00979443,0.0000671211,,55.215877,0,0
392,0.00969222,0.0000669746,,55.215877,0,0
393,0.01062634,0.0000668278,,55.215877,0,0
394,0.01038707,0.0000666810,,55.215877,0,0
395,0.00995300,0.0000665339,,55.215877,0,0
396,0.00884415,0.0000663867,,55.215877,0,0
397,0.00999850,0.0000662393,,55.215877,0,0
398,0.01010885,0.0000660918,,55.215877,0,0
399,0.00888511,0.0000659442,,55.215877,0,0
400,0.00890855,0.0000657963,51.085185,51.085185,1,0
401,0.00873078,0.0000656484,,51.085185,0,0
402,0.00949437,0.0000655002,,51.085185,0,0
403,0.00968357,0.0000653520,,51.085185,0,0
404,0.00976236,0.0000652036,,51.085185,0,0
405,0.01040699,0.0000650550,,51.085185,0,0
406,0.01002447,0.0000649063,,51.085185,0,0
407,0.01017876,0.0000647574,,51.085185,0,0
408,0.00886935,0.0000646085,,51.085185,0,0
409,0.01034913,0.0000644593,,51.085185,0,0
410,0.00969511,0.0000643101,,51.085185,0,0
411,0.00974767,0.0000641607,,51.085185,0,0
412,0.00900941,0.0000640111,,51.085185,0,0
413,0.00948208,0.0000638615,,51.085185,0,0
414,0.00962555,0.0000637116,,51.085185,0,0
415,0.01024673,0.0000635617,,51.085185,0,0
416,0.00886074,0.0000634117,,51.085185,0,0
417,0.00883304,0.0000632615,,51.085185,0,0
418,0.00955475,0.0000631112,,51.085185,0,0
419,0.00914376,0.0000629607,,51.085185,0,0
420,0.00928892,0.0000628101,,51.085185,0,0
421,0.00884591,0.0000626595,,51.085185,0,0
422,0.00941391,0.0000625087,,51.085185,0,0
423,0.01019124,0.0000623577,,51.085185,0,0
424,0.00891755,0.0000622067,,51.085185,0,0
425,0.01054265,0.0000620555,,51.085185,0,0
426,0.00923808,0.0000619043,,51.085185,0,0
427,0.01021197,0.0000617529,,51.085185,0,0
428,0.00903605,0.0000616014,,51.085185,0,0
429,0.00887351,0.0000614498,,51.085185,0,0
430,0.00973668,0.0000612981,,51.085185,0,0
431,0.00989117,0.0000611463,,51.085185,0,0
432,0.01002664,0.0000609944,,51.085185,0,0
433,0.01039369,0.0000608423,,51.085185,0,0
434,0.01017595,0.0000606902,,51.085185,0,0
435,0.00930952,0.0000605380,,51.085185,0,0
436,0.00936417,0.0000603856,,51.085185,0,0
437,0.00931674,0.0000602332,,51.085185,0,0
438,0.00968144,0.0000600807,,51.085185,0,0
439,0.00912822,0.0000599281,,51.085185,0,0
440,0.01069614,0.0000597754,,51.085185,0,0
441,0.01000773,0.0000596226,,51.085185,0,0
442,0.01003064,0.0000594697,,51.085185,0,0
443,0.01004306,0.0000593167,,51.085185,0,0
444,0.00984272,0.0000591636,,51.085185,0,0
445,0.00931436,0.0000590105,,51.085185,0,0
446,0.00966490,0.0000588573,,51.085185,0,0
447,0.00989914,0.0000587039,,51.085185,0,0
448,0.00897029,0.0000585505,,51.085185,0,0
449,0.00950960,0.0000583971,,51.085185,0,0
450,0.00985647,0.0000582435,,51.085185,0,0
451,0.00890798,0.0000580899,,51.085185,0,0
452,0.00946313,0.0000579362,,51.085185,0,0
453,0.00981666,0.0000577824,,51.085185,0,0
454,0.00936087,0.0000576285,,51.085185,0,0
455,0.01018517,0.0000574746,,51.085185,0,0
456,0.00883673,0.0000573206,,51.085185,0,0
457,0.00957775,0.0000571666,,51.085185,0,0
458,0.01057578,0.0000570124,,51.085185,0,0
459,0.00989304,0.0000568582,,51.085185,0,0
460,0.00982581,0.0000567040,,51.085185,0,0
461,0.00956881,0.0000565497,,51.085185,0,0
462,0.00941690,0.0000563953,,51.085185,0,0
463,0.00969929,0.0000562409,,51.085185,0,0
464,0.00957155,0.0000560864,,51.085185,0,0
465,0.00961307,0.0000559318,,51.085185,0,0
466,0.01016337,0.0000557773,,51.085185,0,0
467,0.00923017,0.0000556226,,51.085185,0,0
468,0.00935016,0.0000554679,,51.085185,0,0
469,0.01061221,0.0000553132,,51.085185,0,0
470,0.00875650,0.0000551584,,51.085185,0,0
471,0.00946852,0.0000550035,,51.085185,0,0
472,0.00950227,0.0000548486,,51.085185,0,0
473,0.00949721,0.0000546937,,51.085185,0,0
474,0.00977086,0.0000545387,,51.085185,0,0
475,0.00908194,0.0000543837,,51.085185,0,0
476,0.00977382,0.0000542287,,51.085185,0,0
477,0.00889329,0.0000540736,,51.085185,0,0
478,0.00989839,0.0000539185,,51.085185,0,0
479,0.00947790,0.0000537633,,51.085185,0,0
480,0.00973722,0.0000536081,,51.085185,0,0
481,0.00891800,0.0000534529,,51.085185,0,0
482,0.00903837,0.0000532977,,51.085185,0,0
483,0.00934717,0.0000531424,,51.085185,0,0
484,0.00928009,0.0000529871,,51.085185,0,0
485,0.00939816,0.0000528318,,51.085185,0,0
486,0.00932035,0.0000526764,,51.085185,0,0
487,0.00990173,0.0000525211,,51.085185,0,0
488,0.00958998,0.0000523657,,51.085185,0,0
489,0.01019531,0.0000522103,,51.085185,0,0
490,0.00946805,0.0000520548,,51.085185,0,0
491,0.00908564,0.0000518994,,51.085185,0,0
492,0.00944061,0.0000517439,,51.085185,0,0
493,0.00937255,0.0000515885,,51.085185,0,0
494,0.00981329,0.0000514330,,51.085185,0,0
495,0.00781131,0.0000512775,,51.085185,0,0
496,0.01026227,0.0000511220,,51.085185,0,0
497,0.00935219,0.0000509665,,51.085185,0,0
498,0.00974962,0.0000508110,,51.085185,0,0
499,0.00846855,0.0000506555,,51.085185,0,0
500,0.00865501,0.0000505000,43.634662,43.634662,1,0
501,0.00924856,0.0000503445,,43.634662,0,0
502,0.00914702,0.0000501890,,43.634662,0,0
503,0.00900787,0.0000500335,,43.634662,0,0
504,0.00852114,0.0000498780,,43.634662,0,0
505,0.00914451,0.0000497225,,43.634662,0,0
506,0.01000337,0.0000495670,,43.634662,0,0
507,0.00930656,0.0000494115,,43.634662,0,0
508,0.00868702,0.0000492561,,43.634662,0,0
509,0.00826158,0.0000491006,,43.634662,0,0
510,0.00935229,0.0000489452,,43.634662,0,0
511,0.00966463,0.0000487897,,43.634662,0,0
512,0.00901500,0.0000486343,,43.634662,0,0
513,0.00941649,0.0000484789,,43.634662,0,0
514,0.00928643,0.0000483236,,43.634662,0,0
515,0.00926508,0.0000481682,,43.634662,0,0
516,0.01017519,0.0000480129,,43.634662,0,0
517,0.00865851,0.0000478576,,43.634662,0,0
518,0.00922519,0.0000477023,,43.634662,0,0
519,0.00853113,0.0000475471,,43.634662,0,0
520,0.00947708,0.0000473919,,43.634662,0,0
521,0.00956464,0.0000472367,,43.634662,0,0
522,0.00911269,0.0000470815,,43.634662,0,0
523,0.00955098,0.0000469264,,43.634662,0,0
524,0.00898222,0.0000467713,,43.634662,0,0
525,0.00928137,0.0000466163,,43.634662,0,0
526,0.00871147,0.0000464613,,43.634662,0,0
527,0.00927914,0.0000463063,,43.634662,0,0
528,0.00904677,0.0000461514,,43.634662,0,0
529,0.00891746,0.0000459965,,43.634662,0,0
530,0.01003582,0.0000458416,,43.634662,0,0
531,0.00931895,0.0000456868,,43.634662,0,0
532,0.00863660,0.0000455321,,43.634662,0,0
533,0.00917485,0.0000453774,,43.634662,0,0
534,0.00951710,0.0000452227,,43.634662,0,0
535,0.00927366,0.0000450682,,43.634662,0,0
536,0.00919380,0.0000449136,,43.634662,0,0
537,0.00854201,0.0000447591,,43.634662,0,0
538,0.00919264,0.0000446047,,43.634662,0,0
539,0.00897603,0.0000444503,,43.634662,0,0
540,0.00903278,0.0000442960,,43.634662,0,0
541,0.00874402,0.0000441418,,43.634662,0,0
542,0.00915111,0.0000439876,,43.634662,0,0
543,0.00898462,0.0000438334,,43.634662,0,0
544,0.00920768,0.0000436794,,43.634662,0,0
545,0.00827976,0.0000435254,,43.634662,0,0
546,0.00919195,0.0000433715,,43.634662,0,0
547,0.00926522,0.0000432176,,43.634662,0,0
548,0.00953895,0.0000430638,,43.634662,0,0
549,0.00921967,0.0000429101,,43.634662,0,0
550,0.00853745,0.0000427565,,43.634662,0,0
551,0.00783792,0.0000426029,,43.634662,0,0
552,0.00831179,0.0000424495,,43.634662,0,0
553,0.00947943,0.0000422961,,43.634662,0,0
554,0.00878395,0.0000421427,,43.634662,0,0
555,0.00876147,0.0000419895,,43.634662,0,0
556,0.00842309,0.0000418364,,43.634662,0,0
557,0.00816366,0.0000416833,,43.634662,0,0
558,0.00957414,0.0000415303,,43.634662,0,0
559,0.00931330,0.0000413774,,43.634662,0,0
560,0.00946582,0.0000412246,,43.634662,0,0
561,0.00942159,0.0000410719,,43.634662,0,0
562,0.00892427,0.0000409193,,43.634662,0,0
563,0.00906465,0.0000407668,,43.634662,0,0
564,0.00906209,0.0000406144,,43.634662,0,0
565,0.00914721,0.0000404620,,43.634662,0,0
566,0.00801604,0.0000403098,,43.634662,0,0
567,0.00859062,0.0000401577,,43.634662,0,0
568,0.00886240,0.0000400056,,43.634662,0,0
569,0.00825405,0.0000398537,,43.634662,0,0
570,0.00932803,0.0000397019,,43.634662,0,0
571,0.00914915,0.0000395502,,43.634662,0,0
572,0.00887591,0.0000393986,,43.634662,0,0
