epoch,avg_loss,lr,fid,best_fid,is_best,fid_no_improve_count
1,0.11542365,0.0000999998,,,0,0
2,0.03988472,0.0000999990,,,0,0
3,0.03090782,0.0000999978,,,0,0
4,0.02628508,0.0000999961,,,0,0
5,0.02412437,0.0000999939,,,0,0
6,0.02219607,0.0000999912,,,0,0
7,0.02104582,0.0000999880,,,0,0
8,0.01946716,0.0000999844,,,0,0
9,0.01904500,0.0000999802,,,0,0
10,0.01856455,0.0000999756,,,0,0
11,0.01729491,0.0000999704,,,0,0
12,0.01671227,0.0000999648,,,0,0
13,0.01744449,0.0000999587,,,0,0
14,0.01612215,0.0000999521,,,0,0
15,0.01677460,0.0000999450,,,0,0
16,0.01586463,0.0000999375,,,0,0
17,0.01539105,0.0000999294,,,0,0
18,0.01536506,0.0000999209,,,0,0
19,0.01608467,0.0000999118,,,0,0
20,0.01438864,0.0000999023,,,0,0
21,0.01589182,0.0000998923,,,0,0
22,0.01376440,0.0000998818,,,0,0
23,0.01488418,0.0000998708,,,0,0
24,0.01514853,0.0000998594,,,0,0
25,0.01328053,0.0000998474,,,0,0
26,0.01249500,0.0000998350,,,0,0
27,0.01446618,0.0000998220,,,0,0
28,0.01412215,0.0000998086,,,0,0
29,0.01374134,0.0000997947,,,0,0
30,0.01385007,0.0000997803,,,0,0
31,0.01363116,0.0000997654,,,0,0
32,0.01292888,0.0000997501,,,0,0
33,0.01401499,0.0000997342,,,0,0
34,0.01389399,0.0000997179,,,0,0
35,0.01216014,0.0000997011,,,0,0
36,0.01338329,0.0000996838,,,0,0
37,0.01384733,0.0000996660,,,0,0
38,0.01188174,0.0000996477,,,0,0
39,0.01330670,0.0000996289,,,0,0
40,0.01383879,0.0000996097,,,0,0
41,0.01424392,0.0000995899,,,0,0
42,0.01312013,0.0000995697,,,0,0
43,0.01274173,0.0000995490,,,0,0
44,0.01296090,0.0000995278,,,0,0
45,0.01372506,0.0000995062,,,0,0
46,0.01198642,0.0000994840,,,0,0
47,0.01298041,0.0000994614,,,0,0
48,0.01222943,0.0000994383,,,0,0
49,0.01212730,0.0000994147,,,0,0
50,0.01369504,0.0000993906,,,0,0
51,0.01331518,0.0000993660,,,0,0
52,0.01243169,0.0000993410,,,0,0
53,0.01246083,0.0000993154,,,0,0
54,0.01445131,0.0000992894,,,0,0
55,0.01331455,0.0000992629,,,0,0
56,0.01167942,0.0000992359,,,0,0
57,0.01222469,0.0000992085,,,0,0
58,0.01221120,0.0000991805,,,0,0
59,0.01225228,0.0000991521,,,0,0
60,0.01214982,0.0000991232,,,0,0
61,0.01297223,0.0000990938,,,0,0
62,0.01296172,0.0000990640,,,0,0
63,0.01326039,0.0000990336,,,0,0
64,0.01332177,0.0000990028,,,0,0
65,0.01208610,0.0000989715,,,0,0
66,0.01353596,0.0000989398,,,0,0
67,0.01195136,0.0000989075,,,0,0
68,0.01304680,0.0000988748,,,0,0
69,0.01248368,0.0000988416,,,0,0
70,0.01323606,0.0000988079,,,0,0
71,0.01191795,0.0000987737,,,0,0
72,0.01231043,0.0000987391,,,0,0
73,0.01255484,0.0000987040,,,0,0
74,0.01216412,0.0000986684,,,0,0
75,0.01223794,0.0000986323,,,0,0
76,0.01128743,0.0000985958,,,0,0
77,0.01204701,0.0000985588,,,0,0
78,0.01370896,0.0000985213,,,0,0
79,0.01217747,0.0000984833,,,0,0
80,0.01143179,0.0000984449,,,0,0
81,0.01134015,0.0000984060,,,0,0
82,0.01314472,0.0000983666,,,0,0
83,0.01215181,0.0000983267,,,0,0
84,0.01172168,0.0000982864,,,0,0
85,0.01222509,0.0000982456,,,0,0
86,0.01235177,0.0000982043,,,0,0
87,0.01230543,0.0000981626,,,0,0
88,0.01260178,0.0000981204,,,0,0
89,0.01187925,0.0000980777,,,0,0
90,0.01196328,0.0000980345,,,0,0
91,0.01247603,0.0000979909,,,0,0
92,0.01280027,0.0000979468,,,0,0
93,0.01148893,0.0000979023,,,0,0
94,0.01155186,0.0000978572,,,0,0
95,0.01222499,0.0000978118,,,0,0
96,0.01234653,0.0000977658,,,0,0
97,0.01165206,0.0000977194,,,0,0
